paper_id	author_id	affiliation_id
P06-2035	5011	209
W03-0109	5273	209
W01-1301	6016	209
W09-3830	8547	209
E06-2003	8834	209
C08-2014	10294	209
C00-1013	708	210
C00-2143	708	210
A94-1040	725	210
C88-1014	725	210
C90-3058	725	210
C82-2011	751	210
C82-2012	841	210
C92-4210	2328	210
C00-1013	2468	210
C00-2143	2468	210
C00-2143	2902	210
C00-2143	2903	210
C00-1013	3605	210
C08-1081	3605	210
W04-2201	3605	210
C67-1028	3790	210
C94-1028	3909	210
C86-1122	4292	210
E83-1022	4292	210
C00-1013	4363	210
C00-2143	4363	210
C67-1028	5422	210
C92-3141	5548	210
C96-2131	5548	210
C94-1016	5573	210
C88-2106	6204	210
C90-3041	6204	210
C92-4210	6204	210
E91-1034	6204	210
E83-1022	6394	210
C90-3041	6695	210
C92-4210	6695	210
C00-1013	7077	210
C80-1025	7412	210
C94-1016	7412	210
C94-1028	7412	210
C00-1013	7589	210
W04-2201	7589	210
L08-1049	8405	210
C67-1021	9241	210
L08-1048	9596	210
L08-1610	10295	210
L08-1610	10944	210
C67-1013	15203	210
W01-1303	1837	211
C67-1005	2946	211
W01-1303	2996	211
W01-1303	5618	211
L08-1559	10296	211
W07-1702	518	212
L08-1538	9575	212
L08-1457	9793	212
L08-1538	10297	212
L08-1457	11180	212
W03-2906	11633	212
P08-2046	12912	212
P08-2046	12979	212
P08-2046	14121	212
L08-1538	15074	212
P08-2046	15245	212
L08-1457	15280	212
W03-2904	15280	212
W03-2906	15280	212
W07-1702	15280	212
L08-1479	10299	213
W01-1307	10304	214
I05-1056	10305	215
I05-1056	10635	215
P99-1030	1332	216
W99-0103	1332	216
W99-0903	1332	216
P99-1030	1341	216
W01-1202	4094	216
W99-0103	4094	216
W01-1202	4114	216
C00-1066	4232	216
C02-1074	4232	216
C02-1103	4232	216
P04-1033	4232	216
C02-1019	4648	216
C02-1103	6283	216
P99-1030	7336	216
C00-1066	7384	216
C02-1019	7384	216
C02-1074	7384	216
C02-1103	7384	216
I05-1064	7384	216
P04-1033	7384	216
P08-2058	7384	216
W00-1106	7384	216
W01-1202	7384	216
W02-1903	7384	216
W08-0803	7384	216
W97-0402	7384	216
W99-0103	7384	216
W99-0903	7384	216
P08-2058	10307	216
P08-2058	10938	216
W08-0803	10938	216
H01-1059	49	217
H94-1064	49	217
L08-1014	49	217
L08-1510	49	217
L08-1518	49	217
P01-1002	49	217
W08-0310	49	217
H94-1064	50	217
L08-1014	50	217
L08-1518	50	217
L08-1519	50	217
P01-1002	50	217
W07-0409	144	217
W08-0310	144	217
C82-2002	217	217
P01-1002	438	217
E83-1007	580	217
W01-0905	585	217
W09-0430	592	217
W04-1207	650	217
C90-2004	653	217
C98-1019	653	217
C67-1024	747	217
W97-1415	844	217
W97-1514	844	217
P01-1002	1251	217
W97-1514	1300	217
C67-1001	1548	217
P01-1002	1737	217
C90-3064	1796	217
C82-2002	1839	217
W03-0606	1938	217
W04-1305	1938	217
P96-1048	2308	217
C98-1062	2312	217
C98-2238	2312	217
P98-1065	2312	217
P98-2243	2312	217
W01-0909	2312	217
W01-1207	2312	217
C82-2002	2382	217
W98-1407	2428	217
C88-2164	2437	217
H01-1059	2639	217
H05-1026	2639	217
H92-1069	2639	217
H93-1019	2639	217
H94-1064	2639	217
P01-1002	2639	217
P06-2093	2639	217
W08-0310	2639	217
E03-1085	2668	217
W97-1415	2806	217
P95-1045	2866	217
C98-1062	2876	217
P98-1065	2876	217
W01-0905	2876	217
W01-0909	2876	217
W01-1207	2876	217
W06-1904	2876	217
W01-0905	3525	217
W01-1207	3525	217
E03-1085	3582	217
W01-1207	3582	217
C00-1039	3677	217
C98-1094	3677	217
E99-1003	3677	217
P98-1097	3677	217
P99-1044	3677	217
W00-1323	3677	217
W01-1207	3677	217
E03-1085	3709	217
H01-1059	4516	217
H92-1069	4516	217
H93-1019	4516	217
H94-1064	4516	217
L08-1141	4516	217
L08-1510	4516	217
P01-1002	4516	217
W08-0310	4543	217
C88-2164	4555	217
I05-1014	4628	217
W06-1904	4815	217
C92-2073	4816	217
C82-1035	5183	217
C96-2168	5183	217
W97-1415	5217	217
C98-1062	5255	217
P98-1065	5255	217
C82-1035	5432	217
C92-3140	5498	217
E03-1085	5606	217
E03-1085	6301	217
L08-1014	6301	217
L08-1116	6301	217
L08-1119	6301	217
C92-3140	6304	217
C98-2167	6548	217
P98-2172	6548	217
W97-1314	6548	217
P95-1043	6578	217
P84-1112	6673	217
C98-2167	6882	217
E03-1085	6882	217
L08-1116	6882	217
P98-2172	6882	217
W06-1904	6882	217
W97-1314	6882	217
C86-1133	7054	217
C90-3100	7054	217
C98-2167	7054	217
P98-2172	7054	217
W97-1514	7054	217
C92-3140	7055	217
D07-1045	7328	217
H05-1026	7328	217
I08-2089	7328	217
P06-2093	7328	217
W07-0409	7328	217
W07-0725	7328	217
L08-1117	8055	217
L08-1378	8240	217
W97-1415	8494	217
W97-1514	8494	217
C90-1015	8547	217
C88-2146	8551	217
E03-1085	8585	217
L08-1116	8585	217
L08-1119	8585	217
W06-1904	8585	217
C67-1024	8587	217
C86-1133	9392	217
C88-2164	9392	217
C92-2073	9392	217
C96-2167	9392	217
C96-2171	9392	217
W01-0811	9392	217
W02-1118	9392	217
W04-2105	9392	217
W98-1407	9392	217
C82-2073	9405	217
E09-1056	9417	217
W09-2701	9417	217
W09-3102	9417	217
W09-0430	9558	217
L08-1378	9560	217
L08-1518	9560	217
L08-1468	9591	217
W09-3111	9591	217
L08-1159	9767	217
L08-1378	9888	217
W08-0310	9888	217
L08-1396	9980	217
I05-1014	10314	217
L08-1014	10422	217
L08-1159	10431	217
L08-1519	10587	217
L08-1518	10702	217
L08-1084	10821	217
L08-1141	10847	217
L08-1378	10847	217
L08-1519	11140	217
L08-1510	11185	217
W09-0430	11890	217
W07-0409	13043	217
W08-0310	13043	217
L08-1468	13111	217
P06-2093	13194	217
W07-0409	13194	217
W08-0310	13194	217
H01-1059	13742	217
W09-3111	14298	217
C08-2013	14662	217
E09-1056	14662	217
W08-0310	14662	217
W07-0805	6	218
E93-1002	7	218
C96-1008	199	218
C90-2005	675	218
P06-1037	953	218
W04-1509	953	218
E03-1052	1690	218
P04-3008	1690	218
W04-0311	1690	218
E89-1022	2169	218
C00-2151	2414	218
E03-1052	2414	218
P04-3008	2414	218
P06-1037	2414	218
P06-1041	2414	218
P06-2029	2414	218
W06-2305	2414	218
I05-7004	2641	218
P09-4004	2641	218
C90-2031	2676	218
C88-1039	2692	218
E89-1004	2692	218
W00-1412	2944	218
C86-1013	3006	218
E89-1022	3006	218
W00-1412	3006	218
W01-1309	3006	218
C86-1123	3030	218
E89-1022	3271	218
E93-1002	3271	218
W91-0214	3271	218
C82-1021	3358	218
J79-1077a	3358	218
E89-1004	3399	218
C90-2031	3531	218
J79-1077a	3691	218
E91-1010	4568	218
P92-1031	4568	218
E93-1002	4600	218
C96-2125	4934	218
E83-1031	5160	218
C00-2151	5442	218
C98-1083	5442	218
E03-1052	5442	218
P04-3008	5442	218
P06-1037	5442	218
P06-1041	5442	218
P06-2029	5442	218
P98-1086	5442	218
W06-2305	5442	218
W07-0805	5442	218
W09-3816	5442	218
W98-0509	5442	218
C86-1134	6007	218
C00-2151	6542	218
E89-1022	6775	218
W07-0102	6790	218
C98-2189	7251	218
C98-2206	7251	218
E99-1049	7251	218
P98-2194	7251	218
P98-2211	7251	218
W01-1309	7251	218
W98-0310	7251	218
W99-0112	7251	218
C00-2151	7294	218
C98-1083	7294	218
P98-1086	7294	218
W98-0509	7294	218
E93-1041	7559	218
C88-1039	7724	218
C98-2206	8062	218
P98-2211	8062	218
W00-1412	8062	218
I05-7004	8555	218
P09-4004	8555	218
W04-1404	8555	218
C80-1021	8628	218
J79-1077a	8628	218
C98-1008	8764	218
P98-1008	8764	218
A92-1043	8807	218
C96-2125	8807	218
W04-0903	8880	218
W96-0514	9381	218
L08-1419	10317	218
L08-1548	10541	218
L08-1032	10919	218
W09-3816	11825	218
E03-1043	13706	218
W03-1403	13706	218
W05-1610	13706	218
E03-1055	540	219
J09-1002	540	219
W03-0420	540	219
W06-2606	540	219
W06-3103	540	219
W09-0438	540	219
P07-2026	2074	219
W06-3103	2090	219
N07-2017	3365	219
C04-1105	3856	219
P04-1065	3910	219
W05-0831	3910	219
D07-1025	4049	219
J09-1002	4049	219
P06-2061	4049	219
W06-3103	4049	219
D08-1088	4713	219
E06-1031	4713	219
W05-0903	4713	219
W07-0713	4713	219
W09-0407	4713	219
E03-1055	5049	219
C04-1006	5301	219
C04-1032	5301	219
C08-1115	5301	219
D08-1088	5301	219
E06-1005	5301	219
W05-0831	5301	219
W09-0407	5301	219
W09-0410	5301	219
D09-1022	5310	219
H05-1095	5310	219
L08-1403	5310	219
C00-2123	5893	219
C00-2162	5893	219
C00-2163	5893	219
C00-2172	5893	219
C02-1032	5893	219
C04-1006	5893	219
C04-1030	5893	219
C04-1032	5893	219
C04-1045	5893	219
C08-1128	5893	219
C96-2141	5893	219
D07-1055	5893	219
D08-1039	5893	219
D08-1088	5893	219
D09-1022	5893	219
E03-1007	5893	219
E03-1032	5893	219
E03-1055	5893	219
E06-1005	5893	219
E06-1031	5893	219
H01-1061	5893	219
H01-1062	5893	219
H05-1096	5893	219
J03-1002	5893	219
J03-1005	5893	219
J04-2003	5893	219
J04-4002	5893	219
J09-1002	5893	219
L08-1134	5893	219
L08-1403	5893	219
L08-1469	5893	219
L08-1470	5893	219
L08-1495	5893	219
N04-1033	5893	219
N07-1062	5893	219
N07-2015	5893	219
N07-2035	5893	219
N09-2005	5893	219
P00-1004	5893	219
P00-1056	5893	219
P01-1027	5893	219
P02-1038	5893	219
P03-1019	5893	219
P04-1065	5893	219
P06-2061	5893	219
P07-2026	5893	219
P97-1037	5893	219
P98-2158	5893	219
W01-1405	5893	219
W01-1407	5893	219
W01-1408	5893	219
W02-1021	5893	219
W03-0420	5893	219
W04-1118	5893	219
W04-3235	5893	219
W05-0806	5893	219
W05-0831	5893	219
W05-0834	5893	219
W05-0903	5893	219
W06-2606	5893	219
W06-3101	5893	219
W06-3103	5893	219
W06-3108	5893	219
W06-3110	5893	219
W06-3111	5893	219
W07-0401	5893	219
W07-0705	5893	219
W07-0707	5893	219
W07-0713	5893	219
W09-0402	5893	219
W09-0407	5893	219
W09-0410	5893	219
W09-0438	5893	219
W97-1014	5893	219
W99-0604	5893	219
C00-2162	5931	219
J04-2003	5931	219
W01-1407	5931	219
C00-2163	6051	219
C02-1032	6051	219
E03-1032	6051	219
E03-1055	6051	219
E99-1010	6051	219
H01-1061	6051	219
H01-1062	6051	219
P00-1056	6051	219
P01-1027	6051	219
P02-1038	6051	219
W01-1408	6051	219
W02-1021	6051	219
W99-0604	6051	219
W07-0705	6406	219
C80-1012	6852	219
C82-1051	6852	219
P84-1062	6852	219
C00-2123	8202	219
C96-2141	8202	219
P97-1037	8202	219
P98-2158	8202	219
P99-1065	8202	219
W97-1014	8202	219
W99-0604	8202	219
C04-1046	8373	219
E03-1007	8373	219
E06-1005	8373	219
E06-1031	8373	219
H05-1096	8373	219
W01-1408	8373	219
W02-1021	8373	219
W05-0903	8373	219
N07-2035	8575	219
W05-0806	8575	219
W05-0831	8575	219
W05-0903	8575	219
W07-0705	8575	219
W07-0713	8575	219
W09-0410	8575	219
C00-2172	8602	219
C96-2141	8602	219
H01-1062	8602	219
P00-1004	8602	219
P97-1037	8602	219
P98-2158	8602	219
C08-1128	9007	219
P08-1010	9007	219
W04-1118	9007	219
W06-3111	9007	219
C04-1006	9264	219
C04-1030	9264	219
C04-1032	9264	219
D07-1055	9264	219
E03-1032	9264	219
N04-1033	9264	219
N07-1062	9264	219
N07-2015	9264	219
P03-1019	9264	219
P06-2061	9264	219
P07-2026	9264	219
P07-2045	9264	219
W04-1118	9264	219
W05-0831	9264	219
W05-0834	9264	219
W06-3108	9264	219
W06-3110	9264	219
W06-3111	9264	219
W07-0401	9264	219
W07-0401	9317	219
P97-1037	9406	219
L08-1470	9610	219
L08-1469	9795	219
L08-1470	9795	219
D08-1039	9896	219
L08-1495	9995	219
L08-1495	10318	219
C98-2153	10595	219
C98-2153	10605	219
L08-1470	11003	219
W09-0410	11003	219
C98-2153	11085	219
C98-2153	11171	219
W09-0438	11564	219
D07-1055	13494	219
D08-1039	13494	219
D09-1022	13494	219
L08-1134	13494	219
L08-1403	13494	219
N07-2015	13494	219
N09-2005	13494	219
W06-2606	13494	219
W09-0438	13494	219
P98-2158	14025	219
C04-1045	14138	219
W04-3235	14138	219
W05-0806	14138	219
W06-3101	14138	219
W07-0707	14138	219
W09-0402	14138	219
W09-0410	14138	219
N07-2017	14284	219
W04-3235	15218	219
H92-1067	3374	220
H92-1067	10320	220
I08-4024	8911	221
C04-1155	9792	221
I05-1054	9792	221
I08-4024	9792	221
I08-4024	10322	221
I05-1054	10369	221
I08-4024	10369	221
I08-2113	11042	221
C82-2054	232	222
C90-3103	232	222
C96-2177	232	222
W04-1707	232	222
C90-3056	328	222
C96-2177	734	222
C88-2107	807	222
W93-0115	1662	222
C98-1049	1891	222
P98-1050	1891	222
E03-2015	2580	222
C94-1063	2904	222
E03-2015	2905	222
E03-2015	3656	222
W04-1707	3866	222
A92-1007	4038	222
C90-3079	4038	222
C92-3159	4038	222
L08-1247	4250	222
W07-1708	4250	222
E03-2015	4332	222
W02-1712	4332	222
J00-1002	5492	222
J04-4003	5492	222
J06-3001	5492	222
C90-3093	5549	222
C94-2191	5549	222
C82-1042	5866	222
C88-2107	5866	222
C82-1042	5938	222
C90-3079	5995	222
C90-3056	6120	222
C90-3096	6120	222
L08-1548	6166	222
W07-1706	6166	222
W09-0305	6166	222
A97-1020	6305	222
C90-3103	6305	222
W04-2010	6305	222
W93-0115	6305	222
C82-2054	6331	222
C82-2055	6361	222
C82-2055	6387	222
C86-1011	6387	222
C88-2107	6387	222
C94-1063	6387	222
C96-2149	6387	222
C98-2165	6387	222
P84-1111	6387	222
P98-2170	6387	222
E03-2015	7566	222
W02-1712	7566	222
C90-3103	7567	222
E03-2015	7567	222
L08-1548	7567	222
W02-1712	7567	222
W03-2904	7567	222
W07-1706	7567	222
W09-0305	7567	222
W93-0115	7567	222
W03-2910	7600	222
W93-0115	7600	222
C00-1069	7762	222
W04-1707	7836	222
E03-3004	9109	222
W04-1707	9109	222
L08-1247	10324	222
L08-1247	10827	222
L08-1350	10827	222
W09-0309	11769	222
L08-1136	6512	223
L08-1283	6512	223
L08-1136	9468	223
L08-1136	9992	223
L08-1283	9992	223
L08-1136	10326	223
C82-2044	10328	224
L08-1424	10328	224
C02-1008	4621	225
P05-3010	4846	225
W03-1702	4846	225
C02-1008	4979	225
I05-1046	8704	225
I05-1046	10329	225
I05-1065	10329	225
I05-1065	10350	225
W05-0604	685	226
W05-0604	957	226
H93-1090	974	226
X93-1009	974	226
X93-1009	1032	226
W05-0604	1352	226
C04-1052	2459	226
W04-3234	2459	226
W05-0604	2459	226
W05-0617	2459	226
H93-1090	2562	226
X93-1009	2562	226
X96-1009	3580	226
X96-1031	3580	226
X96-1032	3580	226
W05-0604	3917	226
W05-0604	6926	226
X96-1009	7032	226
X96-1031	7032	226
X96-1032	7032	226
X93-1009	7871	226
W05-0604	8709	226
I08-4019	9668	227
I08-4019	10331	227
I08-4019	10390	227
I08-4019	10601	227
I08-4019	11064	227
C88-1044	2959	228
C88-1044	3207	228
C82-2035	3915	228
C86-1034	3915	228
C86-1035	3915	228
C88-1058	3915	228
J87-1003	3915	228
P89-1021	6119	228
N01-1017	6218	228
P99-1083	6218	228
W07-1002	6218	228
W02-1201	6826	228
C86-1035	6869	228
C88-1058	6869	228
P81-1003	7042	228
C08-1072	7301	228
C08-1099	7301	228
J09-3001	7301	228
N09-1039	7301	228
P08-2027	7301	228
P09-2070	7301	228
C88-1044	9227	228
I05-2001	9335	228
W08-0615	10334	228
C08-1072	10491	228
C08-1099	10491	228
D09-1077	10491	228
N09-1074	10491	228
P08-2027	10491	228
P09-2070	10491	228
C08-1099	10928	228
J09-3001	10928	228
P09-4007	10928	228
W09-0424	10928	228
P09-2070	12061	228
J09-3001	12414	228
P08-3009	15094	228
W07-1002	15094	228
W06-2907	544	229
C96-1018	561	229
W96-0102	561	229
C00-1048	1632	229
C00-2124	1632	229
C08-1065	1632	229
D08-1075	1632	229
E09-1094	1632	229
J01-2002	1632	229
L08-1030	1632	229
L08-1094	1632	229
P03-1062	1632	229
W00-0704	1632	229
W00-0720	1632	229
W02-0814	1632	229
W03-0435	1632	229
W04-0108	1632	229
W04-0827	1632	229
W05-0611	1632	229
W06-2602	1632	229
W06-2901	1632	229
W09-0604	1632	229
W09-1105	1632	229
W09-1304	1632	229
W09-1408	1632	229
W09-2812	1632	229
W03-0419	1749	229
W03-0435	1749	229
C00-1035	1757	229
W00-0704	1757	229
W04-0108	1757	229
W04-0827	1782	229
J94-3007	2025	229
C00-1048	2727	229
C96-1018	2727	229
J94-3007	2727	229
W96-0102	2727	229
L08-1094	3248	229
W02-0809	3248	229
W04-2414	3248	229
W07-2039	3248	229
W09-0604	3248	229
W09-2415	3248	229
W09-2812	3248	229
W00-0720	4298	229
D08-1075	5640	229
W09-1105	5640	229
W09-1203	5640	229
W09-1304	5640	229
W09-1408	5640	229
W09-2417	5640	229
A00-2007	8215	229
C00-2124	8215	229
E99-1023	8215	229
W00-0726	8215	229
W00-0733	8215	229
W01-0702	8215	229
W01-0708	8215	229
W01-0712	8215	229
W01-0724	8215	229
W02-2024	8215	229
W02-2025	8215	229
W03-0419	8215	229
W04-2414	8215	229
J01-2002	9254	229
W00-0720	9254	229
D08-1075	10335	229
C08-1065	10394	229
L08-1030	10394	229
E09-1094	12205	229
W09-1203	12353	229
W09-1408	12353	229
E09-1094	12357	229
C00-1048	14983	229
L08-1094	14983	229
P03-1062	14983	229
W02-0814	14983	229
W04-0827	14983	229
W02-0809	15410	229
I08-4012	10339	230
P08-4008	9611	231
P08-4008	9708	231
P08-4008	10343	231
P08-4008	10565	231
P08-4008	10734	231
W04-1111	361	232
P00-1005	1131	232
C00-2086	1331	232
C02-1086	1338	232
C02-1088	1338	232
C02-1097	1338	232
C02-1099	1338	232
C04-1178	1338	232
C94-1020	1338	232
C94-1087	1338	232
C94-2138	1338	232
C96-1040	1338	232
C96-1041	1338	232
C96-2185	1338	232
C98-1115	1338	232
C98-2162	1338	232
E95-1008	1338	232
I05-1013	1338	232
I05-1027	1338	232
I05-1040	1338	232
I05-2012	1338	232
P00-1005	1338	232
P00-1050	1338	232
P00-1063	1338	232
P00-1072	1338	232
P04-3027	1338	232
P98-1039	1338	232
P98-1119	1338	232
P98-2167	1338	232
W03-1122	1338	232
W04-1111	1338	232
W04-1813	1338	232
W06-0506	1338	232
W09-3426	1338	232
W93-0103	1338	232
W97-0107	1338	232
W97-0125	1338	232
W99-0635	1338	232
W93-0103	3083	232
C94-2138	3084	232
E95-1008	3084	232
W93-0103	3084	232
W04-1111	3461	232
C98-2162	3524	232
P98-2167	3524	232
C96-1041	3833	232
C00-1061	3904	232
C02-1088	3904	232
C98-2162	3905	232
P98-2167	3905	232
C94-1020	4089	232
C94-1087	4089	232
C00-1061	4092	232
C02-1046	4092	232
C94-1020	4092	232
C94-1087	4092	232
E95-1031	4092	232
W97-0402	4092	232
W99-0903	4092	232
C94-1020	4096	232
C02-1088	4100	232
W03-1122	4100	232
P00-1005	4110	232
W04-0711	4110	232
P00-1072	4111	232
E95-1008	4117	232
C96-2185	4122	232
C94-1020	4475	232
E95-1031	4475	232
C02-1123	4620	232
W01-1014	4620	232
W97-0402	4624	232
C96-1087	4633	232
E95-1031	4637	232
P00-1063	4638	232
C94-1020	4645	232
C98-1115	4645	232
P98-1119	4645	232
W97-0107	4645	232
C02-1097	6077	232
C02-1099	6077	232
I05-1040	6077	232
I05-2012	6077	232
P00-1063	6077	232
C00-2086	6284	232
C02-1123	6284	232
P09-2043	6284	232
W01-1014	6284	232
W04-0711	6284	232
C96-1041	6293	232
P04-2001	7049	232
W04-1813	7049	232
W06-0506	7049	232
E95-1031	7384	232
C96-1040	7487	232
C04-1178	7488	232
P04-3027	7488	232
I05-1013	9682	232
I05-1013	10344	232
C94-1087	11897	232
P09-2043	12007	232
C98-2162	12776	232
P98-1039	12776	232
P98-2167	12776	232
W04-0843	1750	233
P00-1011	2670	233
C98-1102	5829	233
P98-1106	5829	233
H05-1062	5978	233
L08-1494	6745	233
W97-0605	7726	233
L08-1352	9533	233
L08-1394	9533	233
C08-2006	9582	233
L08-1044	10346	233
L08-1491	10482	233
N09-2016	10482	233
L08-1044	10642	233
C04-1082	13000	233
H05-1062	13000	233
L08-1044	13000	233
L08-1491	13000	233
P00-1011	13000	233
W04-3218	13000	233
W07-0307	13000	233
W97-0605	13000	233
L08-1491	13262	233
C08-2006	13265	233
W04-0843	13265	233
W97-0605	13265	233
L08-1491	13742	233
N09-2016	13742	233
L08-1491	15392	233
N09-2016	15392	233
W04-3001	15392	233
W07-0307	15392	233
P04-3003	9102	234
I08-4007	10347	234
I08-4003	10348	235
W05-0201	3467	236
P08-2024	4879	236
P09-2007	4879	236
W05-0201	4879	236
W09-3412	4879	236
W05-0201	8661	236
P08-2024	10349	236
P09-2007	11510	236
W09-3412	11510	236
P09-2007	11879	236
W09-3412	11879	236
P09-2007	12325	236
W09-3412	12325	236
N06-2001	134	237
N07-1026	134	237
N09-1014	134	237
C04-1021	276	237
W08-0314	331	237
N07-4013	409	237
P08-1004	409	237
J00-3003	465	237
I05-2035	539	237
P08-1111	539	237
W07-1218	539	237
W08-0202	539	237
W09-0106	539	237
P06-1102	627	237
D08-1114	636	237
H05-1058	636	237
H05-1125	636	237
N03-2002	636	237
N04-4034	636	237
N06-1036	636	237
N07-2009	636	237
N07-2042	636	237
P05-1042	636	237
P09-1030	636	237
N04-2010	782	237
P05-1054	782	237
N07-4013	852	237
N03-2003	910	237
H05-1071	962	237
N07-4013	962	237
W06-1702	962	237
W03-0202	1034	237
W03-0612	1149	237
W06-0104	1287	237
H05-1125	1327	237
H05-1125	1967	237
N03-4005	1968	237
D08-1002	1971	237
H05-1071	1971	237
P07-1088	1971	237
W07-1218	1981	237
C04-1022	2009	237
N06-1021	2009	237
P05-2004	2009	237
P08-2010	2009	237
W05-0708	2009	237
W06-1647	2009	237
W08-0314	2009	237
W08-0331	2009	237
C04-1021	2185	237
D08-1002	2185	237
D08-1009	2185	237
H05-1043	2185	237
H05-1071	2185	237
H05-2017	2185	237
N07-1016	2185	237
N07-4013	2185	237
P07-1088	2185	237
P08-1004	2185	237
P09-1030	2185	237
P09-2049	2185	237
W06-1604	2185	237
W06-1702	2185	237
W06-2208	2185	237
W07-1218	2188	237
N07-2009	2323	237
P05-1042	2323	237
N06-2014	3027	237
H05-1125	3107	237
L08-1223	3303	237
N03-2012	3303	237
N04-4018	3303	237
N07-2017	3303	237
N04-4034	3733	237
N06-1036	3733	237
H05-1030	3851	237
N04-4032	3851	237
H05-1125	4079	237
N04-1018	4107	237
C04-1022	4165	237
E06-1006	4165	237
H05-1125	4165	237
N03-2002	4165	237
N06-2001	4165	237
N07-1026	4165	237
N09-1014	4165	237
P08-2010	4165	237
W03-0703	4165	237
W04-1612	4165	237
W05-0708	4165	237
W05-0821	4165	237
W06-1647	4165	237
W08-0314	4165	237
C04-1021	4229	237
N06-2014	4489	237
H05-1125	4524	237
N07-1057	4738	237
H05-1125	4782	237
H05-1125	5115	237
N07-2017	5893	237
H05-2017	5902	237
H01-1034	6171	237
H05-1030	6171	237
N03-2003	6171	237
N03-2012	6171	237
N04-1018	6171	237
N04-4018	6171	237
N04-4032	6171	237
N06-2014	6171	237
N07-2017	6171	237
N09-2044	6171	237
P05-1054	6171	237
P05-1065	6171	237
W03-0703	6171	237
W08-0124	6171	237
C04-1021	6545	237
H05-1043	6545	237
H05-2017	6545	237
W07-1218	6566	237
H05-1058	6823	237
D08-1009	7280	237
P07-1088	7280	237
W06-1604	7280	237
N04-1018	7323	237
P05-1065	7323	237
D08-1002	7647	237
H05-1071	7647	237
N07-4013	7647	237
P09-1030	7647	237
W06-2208	7647	237
D08-1114	7869	237
H05-1125	7869	237
N07-2042	7869	237
W03-0202	8051	237
H05-1125	8940	237
E09-1099	8977	237
I08-1003	8977	237
I08-1069	8977	237
I08-2093	8977	237
I08-6003	8977	237
N07-1057	8977	237
W06-0104	8977	237
W08-0202	8977	237
W08-0206	8977	237
W09-0307	8977	237
W09-3036	8977	237
D08-1011	9096	237
E06-1006	9096	237
P09-2060	9096	237
W05-0821	9096	237
W08-0314	9096	237
C04-1021	9122	237
N07-1016	9122	237
N07-4013	9122	237
W06-1604	9122	237
W08-0202	9506	237
D08-1068	9790	237
D09-1001	9790	237
N09-2044	10466	237
D08-1068	10738	237
D09-1001	10738	237
E09-1099	10738	237
N09-1024	10738	237
D08-1002	10825	237
I08-6003	10859	237
I08-1003	11073	237
L08-1223	11230	237
P09-2049	11506	237
N09-2044	11613	237
N09-2044	11970	237
P09-1030	11985	237
P09-2049	11985	237
L08-1209	12028	237
W09-0716	12028	237
P09-2028	13416	237
D08-1009	14584	237
P09-1030	14584	237
A97-1041	148	238
H01-1065	451	238
N03-4008	451	238
P01-1008	451	238
P99-1071	451	238
W02-1022	451	238
W98-1409	451	238
J96-1002	563	238
E09-1013	858	238
W02-0306	997	238
W09-0427	1044	238
W09-2404	1044	238
W06-3310	1181	238
P07-1101	1211	238
C02-1138	1244	238
N03-4008	1244	238
W03-1006	1244	238
W02-0310	1389	238
A88-1017	1686	238
P01-1023	1997	238
W03-1016	1997	238
C90-3018	2099	238
C92-2096	2099	238
P90-1020	2099	238
A00-2020	2172	238
W99-0625	2172	238
A00-1042	2190	238
N03-4008	2190	238
N04-3001	2190	238
W07-1006	2223	238
H89-2055	2268	238
H90-1009	2268	238
H90-1086	2268	238
H91-1087	2268	238
C04-1057	2324	238
H05-1015	2324	238
P06-2027	2324	238
W04-1017	2324	238
P03-1071	2407	238
W03-1311	2469	238
W07-1006	2469	238
H89-2049	2559	238
N04-1035	2564	238
N07-1023	2564	238
P03-1071	2564	238
P04-1085	2564	238
P06-1121	2564	238
W06-1643	2564	238
D07-1116	3005	238
E06-1047	3005	238
L08-1054	3005	238
L08-1541	3005	238
N06-2013	3005	238
N07-2007	3005	238
N07-2014	3005	238
N09-1045	3005	238
P05-1071	3005	238
P06-1001	3005	238
P06-1086	3005	238
P08-2015	3005	238
P08-2030	3005	238
P09-2056	3005	238
W05-0703	3005	238
W08-0307	3005	238
W09-0431	3005	238
W09-0807	3005	238
W09-0809	3005	238
C00-1044	3167	238
C04-1057	3167	238
H93-1053	3167	238
J96-1001	3167	238
P93-1023	3167	238
P95-1027	3167	238
P95-1034	3167	238
P97-1023	3167	238
P99-1018	3167	238
W03-1017	3167	238
W04-1017	3167	238
W94-0106	3167	238
W97-0210	3167	238
W97-0903	3167	238
W99-0625	3167	238
P06-1102	3683	238
H05-1087	3703	238
W05-1508	3703	238
A00-1043	3762	238
A00-2024	3762	238
C98-1096	3762	238
P98-1099	3762	238
W00-0403	3762	238
W00-1428	3762	238
W97-0210	3762	238
W97-0903	3762	238
W98-0718	3762	238
W02-0306	3784	238
W02-0310	3784	238
A97-1041	3803	238
C98-1108	3892	238
P98-1112	3892	238
W01-0813	3892	238
W98-1123	3892	238
W05-0703	4163	238
J79-1036a	4195	238
A00-1042	4197	238
C94-2156	4197	238
C98-1108	4197	238
N03-4008	4197	238
N04-3001	4197	238
P97-1004	4197	238
P98-1112	4197	238
W01-0719	4197	238
W01-0813	4197	238
W01-0906	4197	238
W01-1011	4197	238
W98-1123	4197	238
W99-0625	4197	238
P07-1043	4271	238
W03-1311	4558	238
N04-4027	4576	238
N06-2048	4642	238
